new_tc_id,step_no,start_screen,precondition_data_state,precondition_ui_state,precondition_permission_state,target,target_parameter,action,action_parameter,result_screen,result_state
CHAT_NEW_0019,1,SCR_CHATROOM,해당없음,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,VERIFY,해당없음,SCR_CHATROOM,"리액션 선택 시 해당 말풍선에 적용되고 재선택 시 해제됨 - 진입점: 컨텍스트 메뉴(리액션 퀵바 & 기본 진입점), 말풍선 하단(리액션 버블 & 말풍선 진입점) - 기본·말풍선 진입점 탭 시 리액션 피커 진입(이모티콘플러스 미구독: 최근 사용 + 기본 리액션 + 보유 미니이모티콘 순 / 구독: 최근 사용 + 기본 리액션 + 카테고리별 리액션탭, 움직이는 미니이모티콘은 애니메이션 동작) - add/follow/remove 동작: 1개 말풍선당 여러 아이템 선택 가능, 선택한 리액션 버블 재선택 시 취소(피커 내 선택은 무반응), 다른 리액션 선택 시 추가, 말풍선 하단 카운트에 반영, 최대 36개(미니이모티콘 뉴리액션 30개 + 하위버전 구리액션 6개) 노출, 움직이는 미니이모티콘은 애니메이션 4회 반복 후 멈춤(스크롤 이동 시마다 4회 반복) - 말풍선 하단 리액션버블 롱탭 시 리액션 친구 목록에 반영됨 - 플랫폼 간(Android, iOS, MAC, PC/태블릿) 실시간 반영됨"
CHAT_NEW_0020,1,SCR_CHATROOM,해당없음,STA_CHATROOM_ENTERED,해당없음,해당없음,"{""bubble_type"": [""텍스트"", ""텍스트 + URL"", ""텍스트 + 이모티콘""]}",VERIFY,해당없음,SCR_CHATROOM,"말풍선 더블탭 시 '설정 > 채팅 > 두 번 탭하여 빠른 리액션'에 설정한 값으로 리액션 아이템이 적용됨 - 설정값 종류: 하트, 따봉, 체크, 웃음, 놀람, 슬픔, 사용 안 함 - 내가 리액션한 데이터가 있을 때 해당 말풍선 더블탭 시 리액션 취소됨 - 지원 말풍선 타입: 텍스트, 텍스트+URL, 텍스트+이모티콘 - 로우 영역(말풍선 테두리) 더블탭으로 사용: iOS는 말풍선 영역 좌우만, Android는 말풍선 영역 및 하단 댓글·리액션 영역 좌우까지 해당"
CHAT_NEW_0021,1,SCR_CHATROOM,STA_X_REACTION_EXISTS,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,VERIFY,해당없음,SCR_CHATROOM,"리액션한 친구 목록 화면이 하프뷰로 열리며 풀뷰로 확장 가능함 - 리액션별 탭으로 구성되고 탭 선택 시 탭 간 이동됨(내 리액션이 최상위 + 리액션 추가 순 노출) - 각 탭은 리액션별 선택 갯수와 친구 정보(프로필사진/프로필명/선택한 리액션아이템, 나뱃지·팀채팅 방장·오픈채팅 방장/부방장/오픈프로필 뱃지, 멀티프로필 기준)를 노출 - 친구 탭 시 프로필 화면으로 랜딩됨 - 네트워크 단절 시 '일시적인 오류로 리액션한 친구 목록을 불러올 수 없습니다.' 안내 문구가 노출됨"
CHAT_NEW_0022,1,SCR_CHATROOM,STA_X_REACTION_EXISTS,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,VERIFY,해당없음,SCR_CHAT_SEARCH,"리액션 데이터가 말풍선과 함께 삭제/가리기됨 - 모두에게서 삭제, 나에게서 삭제(나의 말풍선만 삭제되어 대화상대 말풍선에는 리액션 데이터 잔존) - 리액션 데이터 노출: 댓글 상세화면, 캡쳐, 말풍선 신고 화면(팀채팅 신고 제외), 채팅방 검색(타임머신) 화면 - 리액션 데이터 미노출: 대화 내보내기"
CHAT_NEW_0023,1,SCR_CHATROOM,STA_RESTORED_BUBBLE_EXISTS,STA_CHATROOM_ENTERED,해당없음,TGT_MESSAGE_BUBBLE,해당없음,BACK,해당없음,SCR_CHATROOM,채팅방으로 돌아와 정상 노출됨
CHAT_NEW_0023,2,SCR_CHATROOM,해당없음,해당없음,해당없음,TGT_MESSAGE_BUBBLE,해당없음,VERIFY,해당없음,SCR_CHATROOM,복원된 챗로그에 리액션 데이터가 있으면 모두 노출됨
CHAT_NEW_0023,3,SCR_CHATROOM,STA_TEAM_CHATROOM,해당없음,해당없음,TGT_MESSAGE_BUBBLE,해당없음,SCROLL,해당없음,SCR_CHATROOM,스크롤 시 이전 말풍선들이 이어서 노출됨
CHAT_NEW_0024,1,SCR_CHATROOM,STA_RESTORED_BUBBLE_EXISTS / STA_X_REACTION_RESTORE_FAILED,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,BACK,해당없음,SCR_CHATROOM,챗로그 백업 후 톡 재설치 및 복원이 완료됨
CHAT_NEW_0024,2,SCR_CHATROOM,해당없음,해당없음,해당없음,TGT_MESSAGE_BUBBLE,해당없음,VERIFY,해당없음,SCR_CHATROOM,리액션 아이템은 복원되지 않으나 채팅방 말풍선은 정상 노출되고 기능 사용 가능함 - 개별 말풍선에 리액션 아이템 선택 시 해당 말풍선 데이터가 복원되고 신규 데이터가 적용됨 - 채팅방을 나갔다 재입장 시 전체 말풍선 리액션 아이템 데이터를 복원함(복원 실패 사유가 존재하면 재입장에도 복원 불가)
CHAT_NEW_0025,1,SCR_CHATROOM,STA_GROUP_CHATROOM / STA_BLOCKED_RELATION,STA_CHATROOM_ENTERED,해당없음,TGT_MESSAGE_BUBBLE,해당없음,TAP,해당없음,SCR_CHATROOM,"말풍선 리액션 기능을 사용할 수 없음 - 내가 차단한 사용자: 리액션 메뉴 미제공 - 나를 차단한 사용자: 리액션 메뉴 제공 - 1:1 일반채팅은 미제공(비활성화), 팀채팅은 차단과 무관하게 사용 가능"
CHAT_NEW_0026,1,SCR_CHATROOM,STA_BLOCKED_RELATION / STA_DEAUTH_FRIEND / STA_WITHDRAWN_FRIEND,STA_CHATROOM_ENTERED / STA_INPUT_BLOCKED_CHATROOM,해당없음,TGT_MESSAGE_BUBBLE,해당없음,TAP,해당없음,SCR_CHATROOM,말풍선 리액션 기능을 사용할 수 없음 - 말풍선 롱탭 시 컨텍스트 메뉴 내 해당 메뉴가 미노출됨
CHAT_NEW_0027,1,SCR_CHATROOM,STA_SELF_CHATROOM,STA_CHATROOM_ENTERED,해당없음,TGT_MESSAGE_BUBBLE,해당없음,TAP,해당없음,SCR_CHATROOM,나와의 채팅방에서는 말풍선 리액션 기능을 사용할 수 없음 - 말풍선 롱탭 시 컨텍스트 메뉴 내 해당 메뉴가 미노출됨
CHAT_NEW_0028,1,SCR_CHATROOM,STA_MESSAGE_RECEIVED / STA_FRIEND_RELATION / STA_X_ADDRESS_BOOK_REGISTERED / STA_OS_ANDROID,STA_CHATROOM_ENTERED,해당없음,TGT_PROFILE_IMAGE,해당없음,TAP,"{""os"": ""Android""}",SCR_CHATROOM,상대방 프로필이 노출되고 [1:1채팅] [통화하기] [페이스톡] [펑](등록된 게시물이 있는 경우) 버튼이 노출됨
CHAT_NEW_0028,2,SCR_CHATROOM,STA_MESSAGE_RECEIVED / STA_FRIEND_RELATION / STA_X_ADDRESS_BOOK_REGISTERED / STA_OS_IOS,STA_CHATROOM_ENTERED,해당없음,TGT_PROFILE_IMAGE,해당없음,TAP,"{""os"": ""iOS""}",SCR_CHATROOM,상대방 프로필이 노출되나 1:1 채팅방 내에서 탭한 경우 [1:1채팅] 버튼은 미노출됨
CHAT_NEW_0029,1,SCR_CHATROOM,STA_MESSAGE_RECEIVED / STA_FRIEND_RELATION / STA_X_ADDRESS_BOOK_NOT_SAVED / STA_OS_ANDROID,STA_CHATROOM_ENTERED,해당없음,TGT_PROFILE_IMAGE,해당없음,TAP,"{""os"": ""Android""}",SCR_CHATROOM,상대방 프로필이 노출되고 [1:1채팅] [보이스톡] [페이스톡] [펑](등록된 게시물이 있는 경우) 버튼이 노출됨
CHAT_NEW_0029,2,SCR_CHATROOM,STA_MESSAGE_RECEIVED / STA_FRIEND_RELATION / STA_X_ADDRESS_BOOK_NOT_SAVED / STA_OS_IOS,STA_CHATROOM_ENTERED,해당없음,TGT_PROFILE_IMAGE,해당없음,TAP,"{""os"": ""iOS""}",SCR_CHATROOM,상대방 프로필이 노출되나 1:1 채팅방 내에서 탭한 경우 [1:1채팅] 버튼은 미노출됨
CHAT_NEW_0030,1,SCR_CHATROOM,STA_MESSAGE_RECEIVED / STA_NON_FRIEND_RELATION,STA_CHATROOM_ENTERED,해당없음,TGT_PROFILE_IMAGE,해당없음,TAP,해당없음,SCR_CHATROOM,친구 여부에 따라 버튼이 노출됨 - 친구 아님 상태: [친구 추가] - 친구 차단 상태: [차단 해제]
CHAT_NEW_0031,1,SCR_CHATROOM,STA_X_NOTICE_EXISTS,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,VERIFY,해당없음,SCR_CHATROOM,"채팅방 상단에 공지가 노출됨 - 확성기 아이콘, 공지 내용, X 노출(새 공지가 있는 경우 좌측 상단 빨간점 노출) - 최대 2줄 노출 후 2줄 초과 시 말줄임 처리됨"
CHAT_NEW_0032,1,SCR_CHATROOM,STA_X_NOTICE_EXISTS,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHATROOM,공지 배너가 사라짐
CHAT_NEW_0033,1,SCR_CHATROOM,STA_X_NOTICE_EXISTS,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHATROOM,공지로 등록된 게시글로 이동됨
CHAT_NEW_0034,1,SCR_CHATROOM,STA_MESSAGES_OVER_ONE_PAGE,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,SCROLL,해당없음,SCR_CHATROOM,현재 스크롤 중인 화면의 채팅이 수발신된 날짜가 스크롤 중일 때만 스크롤바에 버블로 표시됨
CHAT_NEW_0035,1,SCR_CHATROOM,STA_MESSAGES_OVER_ONE_PAGE,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,SCROLL,해당없음,SCR_CHATROOM,아래로 바로가기(V) 버튼이 우측 하단에 노출됨
CHAT_NEW_0035,2,SCR_CHATROOM,해당없음,해당없음,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHATROOM,채팅방 라스트 메시지로 이동됨
CHAT_NEW_0036,1,SCR_CHATROOM,STA_X_UNREAD_OVER_11,해당없음,해당없음,해당없음,"{""unread_count"": ""11개 이상""}",OPEN,해당없음,SCR_CHATROOM,최하단으로 이동되며 라스트 메시지가 노출됨(안읽은 메시지의 처음으로 이동한 후 새 메시지 배너 탭 시에도 최하단으로 이동되어 라스트 메시지 확인 가능)
CHAT_NEW_0037,1,SCR_CHATROOM,STA_X_SANDBOX_ENV,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,VERIFY,해당없음,SCR_CHATROOM,챗로그 유실선이 노출됨
CHAT_NEW_0038,1,SCR_CHAT_SEARCH,해당없음,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHAT_SEARCH,타임머신 캘린더 레이어가 노출되며 마지막 대화가 발생한 달(가장 최근 달)로 열림
CHAT_NEW_0039,1,SCR_CHATROOM,STA_GROUP_CHATROOM / STA_X_MEMBER_LEFT,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,VERIFY,해당없음,SCR_CHATROOM,퇴장 피드메시지와 다시 초대하기 버튼이 표시됨 - 피드메시지: (나간 대화상대명) 님이 나갔습니다 [채팅방으로 초대하기]
CHAT_NEW_0040,1,SCR_CHATROOM,STA_GROUP_CHATROOM / STA_X_MEMBER_LEFT,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHATROOM,초대 얼럿이 노출됨 - 얼럿: (나간 대화상대명)님을 채팅방으로 초대하시겠습니까? [취소][확인]
CHAT_NEW_0040,2,SCR_CHATROOM,해당없음,해당없음,해당없음,TGT_ALERT_POPUP,해당없음,TAP,해당없음,SCR_CHATROOM,얼럿이 닫힘
CHAT_NEW_0040,3,SCR_CHATROOM,해당없음,해당없음,해당없음,TGT_ALERT_POPUP,해당없음,TAP,해당없음,SCR_CHATROOM,초대 피드메시지가 채팅방에 노출되며 나간 대화상대가 다시 초대됨
CHAT_NEW_0041,1,SCR_CHATROOM,STA_GROUP_CHATROOM / STA_X_MEMBER_LEFT / STA_X_LEFT_MEMBER_REJOINED,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,VERIFY,해당없음,SCR_CHATROOM,[채팅방으로 초대하기] 버튼이 노출되지 않음
CHAT_NEW_0042,1,SCR_CHATROOM,STA_ONE_ON_ONE_CHATROOM / STA_BLOCKED_RELATION,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,OPEN,해당없음,SCR_CHATROOM,퇴장 피드가 발생하지 않으며 상대방은 메시지를 받을 수 없음
CHAT_NEW_0043,1,SCR_CHATROOM,STA_GROUP_CHATROOM / STA_BLOCKED_RELATION / STA_X_MEMBER_LEFT,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHATROOM,초대 얼럿이 노출됨
CHAT_NEW_0043,2,SCR_CHATROOM,해당없음,해당없음,해당없음,TGT_ALERT_POPUP,해당없음,TAP,해당없음,SCR_CHATROOM,나간 대화상대가 초대되지 않음
CHAT_NEW_0044,1,SCR_CHATROOM,STA_GROUP_CHATROOM / STA_X_MEMBER_LEFT,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,VERIFY,해당없음,SCR_CHATROOM,각 피드가 현재 상태를 반영하여 동일하게 표시됨
CHAT_NEW_0045,1,SCR_CHATROOM,STA_GROUP_CHATROOM / STA_NON_FRIEND_RELATION / STA_X_MEMBER_LEFT,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,VERIFY,해당없음,SCR_CHATROOM,"친구 관계가 아닌 상태에서는 [초대하기] 메뉴가 노출되지 않고, 친구 추가 후에는 [초대하기] 메뉴가 노출됨"
CHAT_NEW_0046,1,SCR_CHATROOM,STA_GROUP_CHATROOM / STA_BLOCKED_RELATION / STA_X_MEMBER_LEFT,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,VERIFY,해당없음,SCR_CHATROOM,"친구 관계가 아닌 상태에서는 [초대하기] 메뉴가 노출되지 않고, 친구 추가 후에는 [초대하기] 메뉴가 노출됨"
CHAT_NEW_0047,1,SCR_CHATROOM,STA_GROUP_CHATROOM / STA_X_MEMBER_LEFT / STA_WITHDRAWN_FRIEND,STA_CHATROOM_ENTERED,해당없음,해당없음,해당없음,VERIFY,해당없음,SCR_CHATROOM,"[채팅방으로 초대하기] 버튼이 노출되며 초대 시도 시 친구 탈퇴 얼럿이 노출됨 - 얼럿: 초대하려는 친구는 탈퇴한 사용자입니다. 탈퇴 후 재가입했을 수 있으니, 친구목록에서 친구를 다시한번 찾아보세요. [확인]"
CHAT_NEW_0047,2,SCR_CHATROOM,해당없음,해당없음,해당없음,TGT_ALERT_POPUP,해당없음,OPEN,해당없음,SCR_CHATROOM,"[채팅방으로 초대하기] 버튼이 노출되지 않으며, 친구 목록 동기화 후 퇴장 피드 내 유저명이 (알수 없음)으로 변경됨"
CHAT_NEW_0048,1,SCR_CHATROOM,해당없음,STA_CHATROOM_ENTERED,해당없음,TGT_MESSAGE_INPUT,해당없음,INPUT,해당없음,SCR_CHATROOM,"입력 영역이 상태에 따라 노출됨 - 문자 입력 시: 플러스 메뉴, 입력창, AI 아이콘, 이모티콘, 전송 아이콘 - 문자 미입력 시: 플러스 메뉴, 입력창, 이모티콘, #검색 아이콘 - 카나나 검색 beta ON 시 카나나 검색 아이콘 노출"
CHAT_NEW_0049,1,SCR_CHATROOM,STA_X_FREE_CHATROOM / STA_NOTIFICATION_ON,해당없음,해당없음,해당없음,해당없음,VERIFY,해당없음,SCR_CHATROOM,메시지가 발송됨
CHAT_NEW_0050,1,SCR_CHATROOM,STA_X_FREE_CHATROOM / STA_NOTIFICATION_ON,해당없음,해당없음,해당없음,해당없음,VERIFY,해당없음,SCR_CHATROOM,프리채팅방 알림이 수신됨
CHAT_NEW_0050,2,SCR_CHATROOM,해당없음,해당없음,해당없음,해당없음,해당없음,OPEN,해당없음,SCR_CHATROOM,해당 채팅방으로 이동됨
CHAT_NEW_0051,1,SCR_CHATROOM,STA_ONE_ON_ONE_CHATROOM,해당없음,해당없음,해당없음,해당없음,OPEN,해당없음,SCR_CHATROOM,웰컴메시지가 랜덤으로 노출됨 - 1:1 일반채팅방 외에는 미지원 - 이모티콘 구독 여부와 무관하게 노출됨
CHAT_NEW_0051,2,SCR_CHATROOM,해당없음,해당없음,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHATROOM,이모티콘이 채팅방으로 발송됨 - 채팅방 재진입 시 웰컴메시지 미노출
CHAT_NEW_0052,1,SCR_CHATROOM,STA_NON_FRIEND_RELATION / STA_MESSAGE_RECEIVED,해당없음,해당없음,해당없음,해당없음,VERIFY,해당없음,SCR_CHATROOM,상단 영역에 스팸뷰가 표시됨 - [추가] [차단] [신고] 버튼 - '친구로 등록되지 않은 사용자입니다. 금전 요구 등으로 인한 피해를 입지 않도록 주의해 주세요.' 문구 - 주의사항 보기 링크 - [차단] 버튼은 1:1 채팅방에서 노출됨
CHAT_NEW_0053,1,SCR_CHATROOM,STA_NON_FRIEND_RELATION / STA_MESSAGE_RECEIVED,해당없음,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHATROOM,카카오톡 안녕가이드 피싱 주의 페이지로 이동됨
CHAT_NEW_0054,1,SCR_CHATROOM,STA_NON_FRIEND_RELATION / STA_MESSAGE_RECEIVED,해당없음,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHATROOM,스팸뷰가 사라지며 A가 친구로 추가됨
CHAT_NEW_0055,1,SCR_CHATROOM,STA_NON_FRIEND_RELATION / STA_MESSAGE_RECEIVED / STA_ONE_ON_ONE_CHATROOM,해당없음,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHATROOM,"차단 레이어가 노출됨 - 메시지 차단 / 메시지 차단, 프로필 비공개"
CHAT_NEW_0055,2,SCR_CHATROOM,해당없음,해당없음,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHATROOM,차단 친구 목록에 A가 추가됨 - [차단] 버튼이 [차단해제]로 변경됨 - 채팅 입력필드가 비활성화됨 - iOS: '! 차단친구와는 대화할 수 없습니다.' 문구 / Android: '차단친구와는 대화할 수 없습니다.' 문구
CHAT_NEW_0055,3,SCR_CHATROOM,해당없음,해당없음,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHATROOM,"step 2와 동일한 결과가 나타나며, A 계정으로 확인 시 기본 프로필로 노출됨"
CHAT_NEW_0056,1,SCR_CHATROOM,STA_BLOCKED_RELATION,해당없음,해당없음,해당없음,해당없음,VERIFY,해당없음,SCR_CHATROOM,메시지가 수신되지 않음
CHAT_NEW_0057,1,SCR_CHATROOM,STA_BLOCKED_RELATION,해당없음,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHATROOM,A의 프로필과 배경화면이 노출되며 [차단해제] 버튼이 노출됨
CHAT_NEW_0058,1,SCR_CHATROOM,STA_BLOCKED_RELATION,해당없음,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHATROOM,차단 친구 목록에서 A가 삭제됨 - [차단해제] 버튼이 [차단]으로 변경됨 - 채팅 입력필드가 다시 활성화됨
CHAT_NEW_0059,1,SCR_CHATROOM,STA_X_BLOCK_RELEASED_RELATION,해당없음,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHATROOM,메시지 송·수신이 가능함
CHAT_NEW_0060,1,SCR_CHATROOM,STA_NON_FRIEND_RELATION / STA_MESSAGE_RECEIVED,해당없음,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHATROOM,메시지 신고 화면이 노출됨
CHAT_NEW_0061,1,SCR_CHATROOM,STA_NON_FRIEND_RELATION / STA_MESSAGE_RECEIVED,해당없음,해당없음,TGT_MESSAGE_BUBBLE,해당없음,SELECT,해당없음,SCR_CHATROOM,신고하기 페이지가 노출됨
CHAT_NEW_0061,2,SCR_CHATROOM,해당없음,해당없음,해당없음,해당없음,해당없음,TAP,해당없음,SCR_CHATROOM,카카오톡 안녕가이드 운영정책 페이지로 이동됨
