service_name,row_number,category,label,evidence,source_field,keyword,reason,confidence
1.가입,61,로그인,로그인 완료,최신버전으로 가입한 계정 로그인,precondition,로그인,사전조건 컬럼에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,high
1.가입,62,로그인,로그인 완료,웹에서 생성한 카카오 계정 로그인,precondition,로그인,사전조건 컬럼에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,high
1.가입,78,기타,기타 사전조건,미동의 상태,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,79,기타,기타 사전조건,일부 동의 상태,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,80,기타,기타 사전조건,모두 동의 상태,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,93,기타,기타 사전조건,약관 모두 동의,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,94,기타,기타 사전조건,선택 약관 미동의,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,95,로그인,로그인 완료,7. 비밀번호 입력 화면에서 비밀번호 생성,test_step,비밀번호,Test Step에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,medium
1.가입,95,회원가입,회원가입 완료,9. 신규 가입 완료되며 친구탭으로 이동된다.,expected_result,가입 완료,기대결과에 가입 여부와 관련된 내용이 포함되어 있어 회원가입이 완료된 상태가 필요합니다.,medium
1.가입,95,친구_존재,친구 존재,9. 신규 가입 완료되며 친구탭으로 이동된다.,expected_result,친구탭,기대결과에 특정 친구와의 상호작용이 포함되어 있어 해당 친구가 친구 목록에 존재해야 합니다.,medium
1.가입,96,로그인,로그인 완료,1. 로그인 화면으로 돌아간다.,expected_result,로그인,기대결과에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,medium
1.가입,108,기타,기타 사전조건,한국 유심 장착된 기기,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,110,권한_허용,권한 허용,- 앱 권한 확인시 전화 권한 허용으로 표시,expected_result,권한 허용,기대결과에 권한 관련 내용이 포함되어 있어 해당 OS 권한이 허용된 상태여야 합니다.,medium
1.가입,111,권한_허용,권한 허용,- 앱 권한 확인시 전화 권한 허용 안함으로 표시,expected_result,권한 허용,기대결과에 권한 관련 내용이 포함되어 있어 해당 OS 권한이 허용된 상태여야 합니다.,medium
1.가입,112,기타,기타 사전조건,"전화 권한 없음
허용 안함 횟수 2회 이상",precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,114,기타,기타 사전조건,기기 언어 설정 = 한국어,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,115,기타,기타 사전조건,일본어,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,116,기타,기타 사전조건,스페인어,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,117,기타,기타 사전조건,독일어,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,118,기타,기타 사전조건,프랑스어,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,119,기타,기타 사전조건,이탈리아어,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,120,기타,기타 사전조건,포르투갈어,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,121,기타,기타 사전조건,인도네시아어,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,122,기타,기타 사전조건,태국어,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,123,기타,기타 사전조건,터키어,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,124,기타,기타 사전조건,베트남어,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,125,기타,기타 사전조건,중국어-간체,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,126,기타,기타 사전조건,중국어-번체,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,127,기타,기타 사전조건,러시아어,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,128,기타,기타 사전조건,아랍어,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,129,기타,기타 사전조건,지원 언어 국가 외,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,132,기타,기타 사전조건,벨기에 +32 정보 참고,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,135,기타,기타 사전조건,변경횟수 1회 상태,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,136,기타,기타 사전조건,변경횟수 2회 상태,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,139,기타,기타 사전조건,"예)
0101234",precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,140,기타,기타 사전조건,"예)
+82 90-0000-0000",precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,147,로그인,로그인 완료,"처음으로 돌아가기 버튼 노출되며, 탭 시 로그인 화면으로 이동된다.",expected_result,로그인,기대결과에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,medium
1.가입,147,멀티디바이스,멀티디바이스 환경,서브디바이스,precondition,서브디바이스,사전조건 컬럼에 다른 기기와의 연동 내용이 포함되어 있어 복수 기기 환경이 필요합니다.,high
1.가입,148,멀티디바이스,멀티디바이스 환경,서브디바이스,category_1,서브디바이스,분류1에 다른 기기와의 연동 내용이 포함되어 있어 복수 기기 환경이 필요합니다.,medium
1.가입,161,기타,기타 사전조건,발송 후 0~60초 미만,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,162,기타,기타 사전조건,발송후 60초 이상,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,164,설정_변경,특정 설정 상태,1. 버튼 활성화 상태 확인,test_step,활성화 상태,Test Step에 특정 설정 상태에 대한 언급이 있어 해당 설정이 사전에 변경되어 있어야 합니다.,medium
1.가입,170,기타,기타 사전조건,발급후 24시간 이내,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,171,기타,기타 사전조건,발급후 24시간 이후,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,172,기타,기타 사전조건,처음 받은 인증번호,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,173,기타,기타 사전조건,두번째 받은 인증번호,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,181,기타,기타 사전조건,"번호제한 = 5회
기기제한 = 4회",precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,182,기타,기타 사전조건,"번호제한 = 없음
기기제한 = 4회",precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,183,기타,기타 사전조건,"번호제한 = 4회
기기제한 = 5회",precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,184,기타,기타 사전조건,"번호제한 = 4회
기기제한 = 없음",precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,185,기타,기타 사전조건,"번호제한 = 4회
기기제한 = 4회",precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,187,기타,기타 사전조건,오기입 9회 상태,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,188,기타,기타 사전조건,오기입 10회 상태,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,210,로그인,로그인 완료,카카오계정 비밀번호 입력화면으로 이동된다.,expected_result,비밀번호,기대결과에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,medium
1.가입,211,기타,기타 사전조건,인증 문자 확인 전,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,212,기타,기타 사전조건,MO인증문자 전송 시 입력된 문자열을 변경하여 보낸 상태,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,213,기타,기타 사전조건,인증 완료 후 만료시간 지난뒤(24시간),precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,228,로그인,로그인 완료,로그인 > 전화번호 인증,category_2,로그인,분류2에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,medium
1.가입,229,기타,기타 사전조건,인증번호 요청 후 1분 지남,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,230,기타,기타 사전조건,인증번호 발급 후 1시간 경과,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,235,기타,기타 사전조건,인증번호 오입력,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,236,기타,기타 사전조건,응답시간 5초 초과,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,237,기타,기타 사전조건,잘못된 입력 + 응답시간 3회 초과,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,243,로그인,로그인 완료,ㄴ 로그인) 프로필 입력,expected_result,로그인,기대결과에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,medium
1.가입,244,기타,기타 사전조건,ARS 전화 발신 5회 상태,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,245,로그인,로그인 완료,ㄴ 로그인) 프로필 입력,expected_result,로그인,기대결과에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,medium
1.가입,246,기타,기타 사전조건,"SMS 수신 4회, 전화발신 1회 상태
총 = 5회",precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,249,로그인,로그인 완료,ㄴ 로그인) 프로필 입력,expected_result,로그인,기대결과에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,medium
1.가입,251,기타,기타 사전조건,"인증 전화 받기 후 60초 지난뒤
- 인증전화가 왔는데 받지 못한뒤",precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
1.가입,274,로그인,로그인 완료,다른 기기에 동일 계정 로그인 된 상태에서 가입flow진행하며 확인,precondition,로그인,사전조건 컬럼에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,high
1.가입,274,사진_존재,사진/이미지 존재,확인 버튼을 누르면 기존에 사용 중인 기기로 백업 안내 카카오톡 메시지가 발송됩니다. 이전 기기에서 대화 및 사진을 백업해주세요.,expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
1.가입,274,멀티디바이스,멀티디바이스 환경,다른 기기에 동일 계정 로그인 된 상태에서 가입flow진행하며 확인,precondition,다른 기기,사전조건 컬럼에 다른 기기와의 연동 내용이 포함되어 있어 복수 기기 환경이 필요합니다.,high
1.가입,274,백업_존재,백업 데이터 존재,1. [이전 기기에서 백업하기] 탭,test_step,백업,Test Step에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
1.가입,275,채팅내역_존재,채팅 내역 존재,대화를 복원하지 않고 가입을 완료할 경우 이전 대화 정보를 불러올 수 없게 됩니다. 계속 진행하시겠습니까?,expected_result,이전 대화,기대결과에 기존 채팅 내역 관련 동작이 포함되어 있어 채팅 내역이 사전에 존재해야 합니다.,medium
1.가입,275,백업_존재,백업 데이터 존재,무료사용자 - 백업 안내(백업 없음),category_1,백업,분류1에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
1.가입,277,사진_존재,사진/이미지 존재,[사진 없이 대화만 복원하기],expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
1.가입,277,백업_존재,백업 데이터 존재,: 새로운 무료 백업 데이터 생성,precondition,백업,사전조건 컬럼에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,high
1.가입,278,사진_존재,사진/이미지 존재,[사진 없이 대화만 복원하기],expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
1.가입,278,백업_존재,백업 데이터 존재,: 새로운 무료 백업 데이터 생성,precondition,백업,사전조건 컬럼에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,high
1.가입,279,백업_존재,백업 데이터 존재,1. [백업 데이터 확인하기] 탭,test_step,백업,Test Step에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
1.가입,279,구독_상태,구독/결제 완료,1. (신규화면) 유료 사용자 백업 안내 화면 진입,expected_result,유료 사용자,기대결과에 구독 또는 결제 상태에 대한 언급이 있어 사전에 구독/결제가 완료된 상태여야 합니다.,medium
1.가입,281,로그인,로그인 완료,1. 비밀번호 입력 화면으로 이동된다.,expected_result,비밀번호,기대결과에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,medium
1.가입,281,백업_존재,백업 데이터 존재,무료사용자 - 백업이 존재하는 경우,category_1,백업,분류1에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
1.가입,283,로그인,로그인 완료,1. 올바른 비밀번호 입력,test_step,비밀번호,Test Step에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,medium
1.가입,283,백업_존재,백업 데이터 존재,무료사용자 - 백업이 존재하는 경우,category_1,백업,분류1에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
1.가입,284,로그인,로그인 완료,1. 틀린 비밀번호 입력,test_step,비밀번호,Test Step에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,medium
1.가입,284,백업_존재,백업 데이터 존재,무료사용자 - 백업이 존재하는 경우,category_1,백업,분류1에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
1.가입,285,백업_존재,백업 데이터 존재,무료사용자 - 백업이 존재하는 경우,category_1,백업,분류1에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
1.가입,286,백업_존재,백업 데이터 존재,무료사용자 - 백업이 존재하는 경우,category_1,백업,분류1에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
1.가입,287,사진_존재,사진/이미지 존재,1. [사진과 대화 모두 복원하기] 탭,test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
1.가입,287,멀티디바이스,멀티디바이스 환경,2. 기존 기기에 TMS가 수신된다.,expected_result,기존 기기,기대결과에 다른 기기와의 연동 내용이 포함되어 있어 복수 기기 환경이 필요합니다.,medium
1.가입,287,백업_존재,백업 데이터 존재,이전 기기에서 백업하기,expected_result,백업,기대결과에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
